"","A2","A3","A5","A7","A8","B3","Age","B7","B9","B11","B12","C2","C12","E2_9group","E4_21group","E6","E7","E8_a","E8_b","E8_c","E8_d","E8_e","E8_f","E8_g","E8_h","E8_i","E9","E10","E13","E13_1","E14_1","E14_2","E14_Result","E15","E16","E17","E22","E23","E24","G1_1","G1_2","J8","J9","J10_1","J10_2","J11_1","J11_2","J12_14group","J13","J14","J15","J15_Year","J16","J17_10group","J18","J19","J20","J21","J22","Weights_1","WeightsCalib_1","Weights_Year","WeightsCalib_Year","resident","nonresident","LR_WAP","LF","PNLF","empj","underemployed","iempj","emsj","iemsj","LU1_unemployed","LU2_combined","LU3_potential","LU4_composite","long_term_unemployed"
"4860",3,1,1,3,3,1,46,10,2,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,6,5,6,NA,NA,NA,6,NA,1,NA,1,1,1,1,1,933.39291794348,189.867563372286,228.196477954846,22.7999999999987,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1
"4861",2,5,2,3,2,2,34,10,2,3,5,1,1,2,16,1,1,1,1,1,1,2,1,1,2,2,NA,1,NA,NA,53000,0,1,NA,4,1,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.65564738292,264.736018692639,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4862",1,3,1,4,2,1,35,5,2,2,5,1,1,8,2,2,1,3,1,3,2,2,2,3,2,2,NA,3,3,NA,260000,0,1,NA,4,1,1,7,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.1375011686976,55.2008994424796,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4863",7,3,1,4,4,2,41,5,2,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,2,NA,NA,2,4,NA,NA,NA,2,NA,NA,NA,36.1682301243494,41.180521996801,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4864",11,8,2,3,3,1,23,5,2,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,8,NA,1,2,NA,1,NA,1,1,2,2,NA,NA,NA,118.875144273203,104.098512636057,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA
"4865",6,10,1,4,4,1,17,4,2,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,2,NA,NA,2,1,NA,NA,NA,2,NA,NA,NA,18.9276418532015,9.34717391704544,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4866",5,7,1,4,4,1,23,5,1,1,5,1,1,5,7,2,1,1,1,1,1,2,2,1,2,2,NA,3,2,NA,60000,0,1,NA,4,1,1,2,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.6222100076559,199.408953679696,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4867",2,9,1,3,2,2,41,7,2,3,5,1,1,5,15,1,1,1,1,1,1,2,1,1,2,2,NA,1,NA,NA,110000,0,1,NA,4,1,1,7,1,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.6481230212573,134.836405791345,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4868",3,1,1,3,3,1,56,5,2,3,5,1,1,8,8,2,1,2,1,2,2,2,2,2,2,2,NA,3,7,NA,120000,0,1,NA,4,1,1,6,1,72,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210.64290272755,303.073190464224,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4869",1,10,1,2,2,2,66,5,2,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,7,NA,2,NA,NA,2,6,NA,NA,NA,2,NA,118.638253638254,11.86,29.7058823529412,3.00000000001091,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4870",2,1,1,2,2,2,23,8,1,2,5,1,1,5,7,2,2,2,2,2,2,2,2,2,2,2,NA,3,3,NA,NA,NA,NA,3,4,2,1,4,1,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.997484253461,213.149757026257,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"4871",2,1,1,3,3,1,31,5,2,1,5,1,1,1,7,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,3,NA,NA,NA,4,4,1,1,4,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,974.421178072863,409.228795918857,205.627595519751,146.235212034829,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4872",3,5,2,7,4,2,61,4,2,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,2,NA,NA,2,4,NA,NA,NA,2,NA,NA,NA,186.65564738292,264.736018692639,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4873",2,4,2,4,2,2,36,8,2,2,5,1,1,3,7,1,1,1,1,1,1,2,2,1,2,2,NA,3,1,1,70000,0,1,NA,4,1,1,7,1,70,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501.510932105869,349.390153636375,127.188968335036,44.5808848614392,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4874",1,2,2,6,2,2,6,2,1,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249.61318362912,155.884226790455,60.1275519106613,41.8651302042053,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4875",4,8,2,6,4,2,9,2,1,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.7286305927083,116.923644152989,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4876",2,9,1,6,4,1,14,4,1,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.9430122116689,62.500790788089,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4877",2,3,2,6,3,1,5,NA,NA,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.281239586804,190.647482486967,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4878",10,7,2,7,5,2,58,5,2,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,8,NA,2,NA,NA,1,NA,1,1,2,2,NA,431.369720830351,226.716078858518,103.317217436029,95.1594009266764,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA
"4879",11,7,1,2,2,1,63,5,2,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,7,NA,2,NA,NA,2,6,NA,NA,NA,2,NA,NA,NA,70.2357825719951,100.078047115876,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4880",2,2,2,5,2,2,8,2,1,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.7208602338161,22.3598951305007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4881",4,9,1,4,2,2,6,2,1,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.20578923564,45.7154633476139,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4882",7,9,1,4,3,1,50,6,2,4,5,1,1,8,3,2,1,1,1,1,1,2,1,1,2,1,NA,3,6,NA,250000,0,1,NA,4,1,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441.217391304348,425.19825627221,100.975124378109,73.9063493844906,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4883",2,11,1,7,5,2,64,7,2,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,9,NA,2,NA,NA,1,NA,1,2,3,2,NA,NA,NA,31.7426900584795,23.525044747832,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA
"4884",2,4,1,2,1,2,35,8,2,4,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,4,NA,NA,NA,NA,6,NA,1,NA,1,1,1,2,NA,261.399449035813,26.14,71.2907588279489,13.858839044507,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"4885",8,7,2,3,3,2,61,5,2,3,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,2,NA,NA,2,2,NA,NA,NA,2,NA,NA,NA,61.2695126655523,64.4424699032561,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4886",4,6,2,3,3,2,56,5,2,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,8,NA,2,NA,NA,1,NA,1,1,3,2,NA,NA,NA,73.6165803108808,65.5877920197108,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA
"4887",4,1,1,5,3,2,36,8,2,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,6,NA,NA,NA,NA,5,NA,1,NA,1,2,1,2,NA,605.16683690841,561.561795532484,152.966869837864,144.94012129903,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1
"4888",2,7,1,5,3,2,38,5,2,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,2,NA,NA,2,2,NA,NA,NA,2,NA,336.96844238564,394.682378925906,91.3911387683791,144.731946767593,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4889",3,11,1,2,0,1,84,4,2,2,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.9433671899046,4.60000000001673,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4890",5,3,1,6,4,2,19,7,1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,2,NA,NA,2,1,NA,NA,NA,2,NA,NA,NA,36.1682301243494,41.180521996801,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4891",4,3,2,4,2,1,12,3,1,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.3038987004332,98.4640009306968,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4892",9,3,2,4,2,1,50,4,2,2,5,1,1,8,8,1,2,2,3,2,2,2,2,2,2,2,NA,3,7,NA,70000,0,1,NA,4,1,1,7,1,56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.3152282572476,88.2429613304121,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"4893",9,6,1,5,5,2,27,8,2,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,1,3,2,NA,NA,NA,134.087321836214,278.540231372694,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA
"4894",7,9,1,6,5,2,43,7,2,2,5,1,1,3,16,2,1,1,1,1,1,2,2,1,2,2,NA,1,NA,NA,60000,0,1,NA,4,1,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.7955676164631,94.5722027975389,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4895",10,8,1,6,2,1,38,7,2,2,5,1,1,5,15,2,1,1,1,1,1,1,1,1,2,2,NA,1,NA,NA,80000,0,1,NA,4,1,1,7,1,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,644.86495562485,371.894608644354,141.601285157484,67.4853037772482,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4896",5,2,2,5,2,1,33,5,2,2,5,1,1,6,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,2,NA,NA,NA,9,NA,1,1,7,1,84,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.3460565346362,35.2643990936404,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"4897",5,2,2,5,1,2,5,NA,NA,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288.015211879754,85.0675447512291,69.3779445123015,24.0955728234635,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4898",1,8,2,4,2,1,43,5,2,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,9,NA,2,NA,NA,1,NA,1,1,2,2,NA,NA,NA,109.588023626859,85.1932376680179,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA
"4899",9,7,1,2,2,1,66,5,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,2,NA,NA,2,4,NA,NA,NA,2,NA,NA,NA,95.6222100076559,199.408953679696,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4900",10,6,2,4,2,2,35,7,2,2,5,1,1,6,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,2,35000,1e+05,5,NA,5,2,1,3,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.5129533678757,83.0994789616016,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"4901",6,3,2,6,6,1,15,4,1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,2,NA,NA,2,1,NA,NA,NA,2,NA,NA,NA,88.6644451849384,8.89999999999191,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4902",7,2,2,6,5,1,5,NA,NA,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288.015211879754,85.0675447512291,69.3779445123015,24.0955728234635,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4903",4,3,1,7,4,2,4,NA,NA,NA,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.4322934521769,95.4283039111488,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4904",8,4,1,7,4,1,51,5,2,2,5,1,1,8,8,2,1,1,1,1,1,2,2,1,2,2,NA,3,2,NA,1e+05,0,1,NA,4,1,1,7,1,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.312496869522,99.3083447574854,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4905",4,5,1,5,5,1,45,7,2,2,3,1,1,5,7,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,80000,0,1,NA,4,2,1,7,1,70,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.953970080552,438.671641360336,46.8678305717758,105.301647488425,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4906",2,1,1,2,2,2,48,10,2,1,5,1,1,2,16,2,1,1,1,1,3,2,2,1,2,2,NA,1,NA,NA,NA,NA,NA,3,4,1,1,7,2,30,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.242399578242,54.3796923728252,1,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"4907",6,10,2,1,0,2,78,5,2,3,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.290768509841,110.816398856745,30.3759442563168,27.1051057638033,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4908",6,3,2,8,6,1,16,4,1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,2,NA,NA,2,1,NA,NA,NA,2,NA,371.112565445026,83.9497165723653,94.4785071642786,9.39999999999145,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4909",10,1,1,4,4,2,45,7,2,2,5,1,1,3,17,2,1,1,1,1,2,2,2,1,2,2,NA,3,5,NA,75000,0,1,NA,4,1,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666.709227102486,440.201943424754,162.997484253461,99.7813895613381,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4910",2,7,2,5,5,2,17,4,1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,2,NA,NA,2,1,NA,NA,NA,2,NA,NA,NA,68.4776906262055,43.4771469739389,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4911",2,6,2,5,3,2,3,NA,NA,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7046632124352,57.7330776993986,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4912",7,3,2,1,0,2,82,4,2,3,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.8503832055981,109.053022185469,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4913",8,2,1,4,2,1,45,5,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,3,NA,2,NA,NA,2,4,NA,NA,NA,2,NA,NA,NA,49.1650909090909,12.1033289164229,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4914",5,9,1,1,0,2,80,5,2,3,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.6481230212573,134.836405791345,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4915",9,7,1,3,2,2,24,7,2,2,5,1,1,3,3,2,1,1,1,1,1,2,2,1,2,2,NA,3,3,NA,1e+05,0,1,NA,4,1,1,6,1,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.6987102726684,164.949344949591,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4916",2,11,2,8,5,1,7,2,1,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669.74913693901,1017.67114270181,146.565600604382,213.495077449055,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4917",6,11,1,3,2,2,59,7,2,4,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,8,NA,2,NA,NA,1,NA,1,1,3,2,NA,NA,NA,32.1603570329332,20.0777518838295,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA
"4918",3,8,2,6,3,1,15,4,1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,2,NA,NA,2,1,NA,NA,NA,2,NA,NA,NA,109.588023626859,85.1932376680179,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4919",11,11,1,4,3,1,41,7,2,2,5,1,1,5,4,2,1,1,1,1,1,2,2,1,2,2,NA,3,7,NA,185000,0,1,NA,4,1,1,6,1,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.9313634964604,52.3876750257659,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4920",11,9,2,5,3,1,48,6,2,2,5,1,1,7,15,1,1,1,1,1,1,2,1,1,2,2,NA,1,NA,NA,75000,0,1,NA,4,1,1,7,1,44,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.9090909090909,27.2964265199262,1,NA,1,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA
