,X,A2,A3,A5,A7,A8,B3,Age,B7,B9,B11,B12,C2,C12,E2_9group,E4_21group,E6,E7,E9,E10,E13,E13_1,E14_1,E14_2,E14_Result,E16,E17,E22,E23,E24,G1_1,G1_2,Weights_1,WeightsCalib_1,Weights_Year,WeightsCalib_Year,resident,nonresident,LR_WAP,LF,PNLF,empj,underemployed,iempj,emsj,iemsj,LU1_unemployed,LU2_combined,LU3_potential,LU4_composite,long_term_unemployed
2935,2935,10,1,1,4,4,1,61,10,2,2,5,1,1,2,13,2,4,3,3,1,1,120000,0,1,4,1,1,7,1,36,0,NA,NA,238.227092370444,23.8000000000003,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2955,2955,7,2,1,5,1,2,23,5,2,4,5,1,1,5,19,2,4,1,3,1,1,1E+05,0,1,4,1,1,4,1,70,0,NA,NA,49.1650909090909,12.1033289164229,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2960,2960,1,2,2,3,2,1,36,5,2,4,5,1,1,6,1,1,4,3,3,1,1,2E+05,0,1,4,1,1,7,2,24,0,NA,NA,56.6586546850462,22.5260620390225,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2962,2962,6,2,2,3,3,1,52,5,2,2,5,1,1,8,1,1,4,3,3,1,1,2E+05,0,1,4,1,1,7,2,35,28,NA,NA,56.6586546850462,22.5260620390225,1,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA
2963,2963,6,2,2,3,3,2,49,5,2,2,5,1,1,6,1,1,4,3,3,1,2,60000,20000,5,4,1,1,7,2,35,0,NA,NA,56.6586546850462,22.5260620390225,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2974,2974,2,2,2,4,4,1,58,10,2,2,5,1,1,8,8,1,4,3,3,1,1,120000,0,1,4,2,1,7,1,98,0,NA,NA,78.6283371139417,39.2050594818822,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2977,2977,4,2,2,6,4,1,58,6,2,2,5,1,1,7,7,1,4,2,3,1,2,2E+05,0,1,4,1,1,7,1,84,0,NA,NA,78.6283371139417,39.2050594818822,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2982,2982,10,2,2,2,2,1,56,10,2,2,5,1,1,6,1,1,4,3,3,1,2,6E+05,0,1,4,2,1,7,2,28,0,NA,NA,78.6283371139417,39.2050594818822,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2984,2984,11,2,2,7,4,1,61,5,2,2,5,1,1,6,1,1,4,3,3,1,3,4E+05,0,1,4,1,1,7,2,21,0,NA,NA,78.6283371139417,39.2050594818822,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2985,2985,11,2,2,7,4,2,58,5,2,2,5,1,1,6,1,1,4,3,3,1,3,150000,0,1,4,1,4,7,1,40,0,NA,NA,78.6283371139417,39.2050594818822,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2987,2987,1,2,2,5,4,1,43,5,2,2,5,1,1,6,1,1,4,3,3,1,2,3E+05,0,1,4,1,1,7,2,21,0,NA,NA,82.0972343395568,38.5346596958775,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2994,2994,5,2,2,4,4,2,44,5,2,2,5,1,1,6,1,1,4,3,3,1,1,80000,40000,5,4,1,1,7,2,21,0,NA,NA,82.0972343395568,38.5346596958775,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2995,2995,6,2,2,5,4,2,45,5,2,2,5,1,1,6,1,1,4,3,3,1,1,50000,50000,5,4,1,1,7,2,14,0,NA,NA,82.0972343395568,38.5346596958775,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2998,2998,7,2,2,1,1,2,66,7,2,3,5,1,1,6,1,3,4,3,3,1,1,2E+05,0,1,4,1,1,6,1,56,0,NA,NA,82.0972343395568,38.5346596958775,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3000,3000,9,2,2,4,4,2,48,5,2,2,5,1,1,6,1,1,4,3,3,1,2,60000,40000,5,4,1,1,7,2,28,0,NA,NA,82.0972343395568,38.5346596958775,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3001,3001,9,2,2,4,4,1,30,5,2,2,5,1,1,6,1,1,4,3,3,1,2,2E+05,0,1,4,1,1,6,2,14,0,NA,NA,82.0972343395568,38.5346596958775,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3004,3004,4,3,1,4,2,1,39,5,2,2,5,1,1,7,7,2,4,3,3,1,1,150000,0,1,4,1,3,1,1,48,0,NA,NA,62.5281266556549,52.7354995771766,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3009,3009,8,3,1,2,2,1,67,6,2,2,3,1,1,5,19,2,4,3,3,1,1,50000,0,1,4,1,1,7,2,20,0,NA,NA,62.5281266556549,52.7354995771766,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3010,3010,8,3,1,2,2,2,66,5,2,2,3,1,1,7,3,2,4,3,3,1,1,10000,0,1,4,1,1,7,2,18,0,NA,NA,62.5281266556549,52.7354995771766,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3011,3011,9,3,1,5,3,2,62,5,2,3,5,1,1,7,3,2,4,3,3,1,1,25000,0,1,4,1,1,7,2,20,0,NA,NA,62.5281266556549,52.7354995771766,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3017,3017,2,3,1,5,5,1,48,7,2,2,5,1,1,1,3,2,3,1,3,5,NA,180000,0,1,4,1,1,7,1,48,0,NA,NA,37.3942718234799,48.3189654464788,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3034,3034,1,3,2,4,4,1,48,7,2,2,3,1,1,6,1,1,4,3,3,1,3,6E+05,30000,5,6,2,1,7,1,60,0,NA,NA,87.2109296901033,45.4501672345605,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3035,3035,1,3,2,4,4,2,47,7,2,2,5,1,1,6,1,1,4,3,3,1,3,0,9000,2,4,2,1,7,1,50,0,NA,NA,87.2109296901033,45.4501672345605,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3037,3037,2,3,2,5,5,2,66,5,2,3,5,1,1,6,1,1,4,3,3,1,2,2E+05,20000,5,6,1,1,7,1,46,0,NA,NA,87.2109296901033,45.4501672345605,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3038,3038,2,3,2,5,5,2,43,5,2,2,5,1,1,6,1,1,4,3,3,2,NA,0,35000,2,4,1,1,7,1,38,0,NA,NA,87.2109296901033,45.4501672345605,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3039,3039,3,3,2,6,3,1,42,5,2,2,5,1,1,6,1,1,4,3,3,1,1,1E+05,20000,5,5,1,1,7,1,40,0,NA,NA,87.2109296901033,45.4501672345605,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3040,3040,4,3,2,5,3,1,33,10,2,2,5,1,1,6,1,1,4,3,3,1,2,60000,5000,5,4,2,1,7,1,52,0,NA,NA,87.2109296901033,45.4501672345605,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3042,3042,5,3,2,6,5,1,45,5,2,2,5,1,1,6,1,1,4,3,3,1,2,50000,15000,5,5,1,1,7,2,30,0,NA,NA,87.2109296901033,45.4501672345605,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3043,3043,5,3,2,6,5,1,20,5,2,1,5,1,1,6,1,1,4,3,3,1,2,0,5000,2,4,1,1,7,2,24,0,NA,NA,87.2109296901033,45.4501672345605,1,NA,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA
3044,3044,6,3,2,6,5,1,55,5,2,2,5,1,1,6,1,1,4,3,3,1,2,55000,10000,5,5,1,1,7,1,38,0,NA,NA,87.2109296901033,45.4501672345605,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3045,3045,6,3,2,6,5,2,49,5,2,2,5,1,1,6,1,1,4,3,3,1,2,3000,6000,5,4,1,1,7,2,24,0,NA,NA,87.2109296901033,45.4501672345605,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3046,3046,7,3,2,6,4,1,60,4,2,2,2,1,1,6,1,1,4,3,3,1,3,250000,50000,5,6,1,1,7,2,25,0,NA,NA,87.2109296901033,45.4501672345605,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3047,3047,7,3,2,6,4,2,56,5,2,2,5,1,1,6,1,1,4,3,3,1,3,0,7500,2,4,1,1,7,2,20,0,NA,NA,87.2109296901033,45.4501672345605,1,NA,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA
3049,3049,8,3,2,7,5,1,45,3,2,2,5,1,1,6,1,1,4,3,3,1,3,140000,5000,5,6,1,1,7,1,56,0,NA,NA,87.2109296901033,45.4501672345605,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3050,3050,8,3,2,7,5,2,31,3,2,2,5,1,1,6,1,1,4,3,3,1,3,30000,10000,5,4,1,1,7,1,45,0,NA,NA,87.2109296901033,45.4501672345605,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3052,3052,10,3,2,5,5,1,71,5,2,2,5,1,1,6,1,1,4,3,3,1,2,1500000,25000,5,6,1,1,7,1,50,0,NA,NA,87.2109296901033,45.4501672345605,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3054,3054,11,3,2,8,4,1,42,5,2,2,5,1,1,6,1,1,4,3,3,1,2,2E+05,25000,5,5,1,1,7,1,56,0,NA,NA,87.2109296901033,45.4501672345605,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3055,3055,11,3,2,8,4,2,37,5,2,2,5,1,1,6,1,1,4,3,3,1,2,25000,30000,5,4,1,1,7,1,46,0,NA,NA,87.2109296901033,45.4501672345605,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3060,3060,1,3,2,15,8,1,25,5,2,2,5,1,1,8,8,3,4,3,3,1,1,80000,0,1,4,1,1,6,1,50,0,NA,NA,77.0363212262579,92.9760531630645,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3061,3061,2,3,2,7,5,1,52,5,2,2,5,1,1,6,1,1,4,3,3,1,3,90000,5000,5,4,1,1,7,1,48,0,NA,NA,77.0363212262579,92.9760531630645,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3065,3065,3,3,2,5,2,1,29,4,2,2,5,1,1,6,1,1,4,3,3,1,2,120000,0,1,4,1,1,7,1,45,0,NA,NA,77.0363212262579,92.9760531630645,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3067,3067,4,3,2,3,3,2,47,5,2,2,5,1,1,6,1,1,4,3,3,1,1,60000,0,1,4,1,1,7,1,40,0,NA,NA,77.0363212262579,92.9760531630645,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3069,3069,6,3,2,6,4,2,62,7,2,2,3,1,1,5,7,1,4,1,3,1,1,150000,0,1,4,1,1,7,1,60,0,NA,NA,77.0363212262579,92.9760531630645,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3076,3076,10,3,2,2,1,2,71,4,2,2,5,1,1,6,1,1,4,3,3,1,2,40000,0,1,4,1,1,7,1,35,0,NA,NA,77.0363212262579,92.9760531630645,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3078,3078,11,3,2,7,5,1,31,5,2,2,5,1,1,7,3,1,4,3,3,1,1,2E+05,0,1,4,1,1,7,1,50,0,NA,NA,77.0363212262579,92.9760531630645,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3083,3083,8,3,2,3,3,1,40,5,2,4,5,1,1,8,8,3,4,3,3,1,1,70000,0,1,4,1,1,6,1,50,0,NA,NA,95.9320226591136,170.906919243847,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3093,3093,3,3,2,2,1,1,42,5,2,4,5,1,1,6,1,1,4,3,3,1,1,90000,0,1,4,1,1,5,1,45,0,NA,NA,78.489836721093,72.3030880790457,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3104,3104,9,3,2,7,4,2,58,5,2,3,5,1,1,6,1,1,4,3,3,1,2,1E+05,0,1,4,1,1,7,1,48,0,NA,NA,78.489836721093,72.3030880790457,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3109,3109,2,4,1,5,3,1,40,5,2,2,2,1,1,5,19,2,4,1,3,1,1,20000,0,1,4,1,1,5,2,30,0,NA,NA,81.9843726521412,43.4320839946367,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3112,3112,4,4,1,6,4,1,42,5,2,2,5,1,1,7,3,2,4,1,3,1,1,120000,0,1,4,1,1,7,1,48,0,NA,NA,81.9843726521412,43.4320839946367,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3116,3116,8,4,1,5,4,1,43,5,2,2,5,1,1,7,6,2,4,3,3,1,1,150000,0,1,4,1,1,7,1,40,0,NA,NA,81.9843726521412,43.4320839946367,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3117,3117,8,4,1,5,4,2,19,5,2,1,5,1,1,5,19,2,4,3,3,1,1,30000,0,1,4,1,1,5,1,35,0,NA,NA,81.9843726521412,43.4320839946367,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3118,3118,10,4,1,2,2,2,43,5,2,3,5,1,1,9,9,2,4,3,3,1,1,5000,0,1,1,1,1,6,1,40,0,NA,NA,81.9843726521412,43.4320839946367,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3125,3125,5,4,1,5,3,1,68,5,2,2,5,1,1,5,7,2,4,3,3,1,1,70000,0,1,4,1,1,7,1,40,0,NA,NA,85.5489105935387,77.6146380337514,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3126,3126,6,4,1,3,3,1,31,5,2,1,5,1,1,9,6,2,4,3,3,7,NA,50000,0,1,4,1,1,7,1,40,0,NA,NA,85.5489105935387,77.6146380337514,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3127,3127,6,4,1,3,3,1,30,5,2,1,5,1,1,9,6,2,4,3,3,7,NA,50000,0,1,4,1,1,7,1,40,0,NA,NA,85.5489105935387,77.6146380337514,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3129,3129,10,4,1,6,4,1,62,8,2,2,5,1,1,1,7,2,3,1,3,1,2,2E+05,0,1,4,1,1,7,1,40,0,NA,NA,85.5489105935387,77.6146380337514,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3144,3144,5,4,2,2,2,1,62,5,2,2,5,1,1,6,1,1,4,3,3,1,2,80000,2000,5,7,1,1,7,1,42,0,NA,NA,130.217277104918,192.031943862207,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3145,3145,5,4,2,2,2,2,60,5,2,2,5,1,1,6,1,1,4,3,3,1,2,80000,2000,5,7,1,1,7,1,42,0,NA,NA,130.217277104918,192.031943862207,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3166,3166,1,4,2,5,4,1,49,7,2,2,5,1,1,6,1,1,4,3,3,1,4,1E+06,10000,5,7,1,1,7,1,36,0,NA,NA,166.556982343499,326.126551169969,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3171,3171,2,4,2,7,5,2,52,5,2,2,5,1,1,6,1,1,4,3,3,1,4,25000,1000,5,4,1,1,7,1,35,0,NA,NA,166.556982343499,326.126551169969,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3173,3173,2,4,2,7,5,1,30,5,2,1,5,1,1,6,1,1,4,3,3,1,4,25000,1000,5,4,1,1,7,1,36,0,NA,NA,166.556982343499,326.126551169969,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3187,3187,6,5,1,3,3,1,57,4,2,2,5,1,1,8,19,2,4,3,3,1,1,30000,0,1,3,1,4,1,2,20,0,NA,NA,37.6176008536622,46.3714440796184,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3188,3188,7,5,1,4,4,2,63,5,2,2,5,1,1,6,1,2,4,3,3,1,1,0,30000,2,4,1,1,7,2,15,0,NA,NA,37.6176008536622,46.3714440796184,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3216,3216,1,5,2,6,5,1,39,4,2,2,5,1,1,6,8,1,4,3,3,1,2,70000,0,1,4,1,1,7,1,40,0,NA,NA,228.13468013468,275.934718540851,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3219,3219,2,5,2,6,4,1,30,4,2,2,5,1,1,6,8,1,4,3,3,1,2,1E+05,0,1,4,1,1,7,1,50,0,NA,NA,228.13468013468,275.934718540851,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3221,3221,3,5,2,4,4,1,43,7,2,2,5,1,1,6,8,1,4,3,3,1,1,80000,0,1,4,2,1,7,1,42,10,NA,NA,228.13468013468,275.934718540851,1,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA
3233,3233,7,5,2,5,4,1,28,5,2,2,5,1,1,6,8,1,4,3,3,1,2,50000,0,1,4,1,1,7,2,30,0,NA,NA,228.13468013468,275.934718540851,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3235,3235,9,5,2,4,4,1,49,7,2,2,5,1,1,6,1,1,4,3,3,1,2,0,15000,2,4,2,1,7,2,20,0,NA,NA,228.13468013468,275.934718540851,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3236,3236,9,5,2,4,4,2,43,4,2,2,5,1,1,6,1,1,4,3,3,1,2,0,15000,2,4,1,1,7,2,15,0,NA,NA,228.13468013468,275.934718540851,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3238,3238,1,6,1,5,4,1,52,7,2,2,5,2,1,1,7,2,3,1,3,1,5,120000,0,1,4,1,1,6,1,35,0,NA,NA,134.087321836214,278.540231372694,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3242,3242,5,6,1,2,2,1,63,7,2,2,5,1,1,5,7,2,4,1,3,1,2,85000,0,1,4,2,1,7,1,48,0,NA,NA,134.087321836214,278.540231372694,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3260,3260,2,6,1,4,3,1,58,7,2,2,5,1,1,1,6,2,3,1,3,1,5,1E+05,0,1,4,1,1,7,1,40,0,NA,NA,118.540965681291,43.7496849863455,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3262,3262,3,6,1,4,3,1,47,7,2,2,5,1,1,1,9,2,3,1,3,1,4,120000,0,1,4,1,1,7,1,52,0,NA,NA,118.540965681291,43.7496849863455,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3265,3265,5,6,1,2,2,2,22,8,2,1,5,1,1,2,16,2,4,3,3,1,1,60000,0,1,4,1,1,5,2,18,0,NA,NA,118.540965681291,43.7496849863455,1,NA,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA
3269,3269,1,6,2,6,5,1,56,5,2,2,5,1,1,6,1,1,4,3,3,1,2,45000,0,1,4,1,1,7,2,20,0,NA,NA,50.7357512953368,28.0097281090825,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3270,3270,1,6,2,6,5,1,32,5,2,2,5,1,1,6,1,1,4,3,3,1,2,0,15000,2,4,1,1,7,2,32,0,NA,NA,50.7357512953368,28.0097281090825,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3272,3272,6,6,2,5,2,1,33,7,2,2,5,1,1,6,1,1,4,3,3,1,2,60000,0,1,4,1,1,7,2,20,0,NA,NA,50.7357512953368,28.0097281090825,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3273,3273,6,6,2,5,2,2,42,5,2,2,5,1,1,6,1,1,4,3,3,1,2,0,18000,2,4,1,1,7,2,14,0,NA,NA,50.7357512953368,28.0097281090825,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3280,3280,4,6,2,4,4,1,55,5,2,2,5,1,1,6,1,1,4,3,3,1,4,280000,60000,5,4,1,1,7,1,45,0,NA,NA,84.559585492228,123.575192877604,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3287,3287,6,6,2,6,4,1,60,7,2,2,5,1,1,6,1,1,4,3,3,1,2,55000,40000,5,4,2,1,6,1,35,0,NA,NA,84.559585492228,123.575192877604,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3288,3288,8,6,2,4,4,1,55,10,2,2,5,1,1,6,1,1,4,3,3,1,2,75000,40000,5,4,2,1,6,1,40,0,NA,NA,84.559585492228,123.575192877604,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3297,3297,9,6,2,2,2,1,34,5,2,1,5,1,1,6,1,1,4,3,3,1,1,70000,20000,5,4,1,1,7,1,42,0,NA,NA,84.559585492228,62.7982766715786,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3352,3352,1,7,2,4,4,1,54,7,2,2,5,1,1,7,6,1,4,3,3,2,NA,130000,0,1,4,1,1,7,1,48,0,NA,NA,90.1022245081651,147.707533762205,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3384,3384,8,8,1,8,6,1,35,7,2,2,5,1,1,1,7,2,4,1,3,1,1,30000,0,1,4,1,1,4,2,14,0,NA,NA,135.260929105657,165.603266014969,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3392,3392,2,8,2,4,4,1,22,5,2,1,5,1,1,6,1,1,4,3,3,1,2,135000,0,1,4,1,1,7,1,35,20,NA,NA,104.015751239052,176.305292690828,1,NA,1,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA
3395,3395,4,8,2,7,5,1,38,5,2,2,5,1,1,6,1,2,4,3,3,2,NA,90000,0,1,4,1,1,7,1,35,0,NA,NA,104.015751239052,176.305292690828,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3397,3397,4,8,2,7,5,1,30,7,2,1,5,1,1,6,1,2,4,3,3,2,NA,120000,0,1,4,1,1,7,1,35,0,NA,NA,104.015751239052,176.305292690828,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3402,3402,7,8,2,6,4,1,55,7,2,2,5,1,1,6,1,1,4,3,3,1,1,130000,0,1,4,1,1,7,1,35,0,NA,NA,104.015751239052,176.305292690828,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3405,3405,9,8,2,7,5,2,54,7,2,2,5,1,1,6,1,1,4,3,3,1,1,12000,0,1,4,1,1,7,1,35,0,NA,NA,104.015751239052,176.305292690828,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3409,3409,10,8,2,6,3,1,69,5,2,3,5,1,1,6,1,1,4,3,3,1,2,36000,0,1,4,1,1,7,2,28,0,NA,NA,104.015751239052,176.305292690828,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3411,3411,11,8,2,6,4,1,71,5,2,2,5,1,1,6,1,1,4,3,3,1,2,225000,0,1,4,1,1,7,1,35,0,NA,NA,104.015751239052,176.305292690828,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3415,3415,1,8,2,4,3,2,43,5,2,3,5,1,1,6,1,1,4,3,3,1,1,12000,8000,5,4,1,1,7,2,28,0,NA,NA,94.7286305927083,116.923644152989,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3418,3418,4,8,2,6,4,2,58,7,2,2,5,1,1,6,1,1,4,3,3,1,1,1E+05,0,1,4,1,1,7,2,28,0,NA,NA,94.7286305927083,116.923644152989,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3420,3420,5,8,2,6,3,2,70,5,2,3,5,1,1,6,1,1,4,3,3,1,1,156000,0,1,4,1,1,7,2,28,0,NA,NA,94.7286305927083,116.923644152989,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3422,3422,7,8,2,3,3,1,58,4,2,2,5,1,1,6,1,1,4,3,3,1,1,18000,8000,5,4,1,1,7,2,28,0,NA,NA,94.7286305927083,116.923644152989,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3426,3426,8,8,2,5,4,2,48,5,2,2,5,1,1,6,1,1,4,3,3,1,1,0,20000,2,4,1,1,7,2,28,0,NA,NA,94.7286305927083,116.923644152989,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3427,3427,9,8,2,7,5,2,48,5,2,2,5,1,1,6,1,1,4,3,3,1,1,27000,0,1,4,1,1,7,2,28,0,NA,NA,94.7286305927083,116.923644152989,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3430,3430,10,8,2,6,4,1,50,6,2,2,5,1,1,6,1,1,4,3,3,1,1,0,6000,2,4,1,1,7,2,14,0,NA,NA,94.7286305927083,116.923644152989,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3431,3431,11,8,2,5,4,1,56,6,2,2,5,1,1,6,1,1,4,3,3,1,1,12000,8000,5,4,1,1,7,2,28,0,NA,NA,94.7286305927083,116.923644152989,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3448,3448,4,9,1,3,3,1,30,8,2,1,5,1,1,6,1,2,4,3,3,1,1,5E+05,0,1,5,2,1,7,1,50,0,NA,NA,82.6160108548168,68.8003548606157,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3453,3453,9,9,1,5,4,2,61,5,2,2,5,1,1,6,1,2,4,3,3,1,2,250000,0,1,5,1,1,7,2,20,0,NA,NA,82.6160108548168,68.8003548606157,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3455,3455,11,9,1,3,3,1,56,6,2,2,5,5,1,6,1,2,4,3,3,1,2,350000,0,1,5,1,1,7,1,40,0,NA,NA,82.6160108548168,68.8003548606157,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3456,3456,11,9,1,3,3,2,51,7,2,2,5,1,1,6,1,2,4,3,3,1,2,1E+05,0,1,5,2,1,7,2,20,0,NA,NA,82.6160108548168,68.8003548606157,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
